Name	Set	ImageFile	Type	Bonus	Slot	Value	Card	Text
Loaded Die2	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure014,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	Play after you roll the die, for any reason.  Turn the die so the number of your choice is on top.  That's your roll.   Usable once only.
Lucky Penny	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure015,munchkintreasureback	Treasure	--	--	200 Gold Pieces	UOO	Whenever someone else loses an item or items to a Trap or Curse, you can immediately discard the Lucky Penny and claim any one of the items he lost.  Usable once only.
Lucky Talisman1	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure016,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	You may invoke your Talisman when you are hit by any Trap or Curse.  Pass the effect to one of the players next to you - your choice.  If they have a legal way to escape it, they may do so.  Usable once only.
Lucky Talisman2	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure017,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	You may invoke your Talisman when you are hit by any Trap or Curse.  Pass the effect to one of the players next to you - your choice.  If they have a legal way to escape it, they may do so.  Usable once only.
Lucky Talisman3	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure018,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	You may invoke your Talisman when you are hit by any Trap or Curse.  Pass the effect to one of the players next to you - your choice.  If they have a legal way to escape it, they may do so.  Usable once only.
Lucky Talisman4	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure019,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	You may invoke your Talisman when you are hit by any Trap or Curse.  Pass the effect to one of the players next to you - your choice.  If they have a legal way to escape it, they may do so.  Usable once only.
Magic Blessed DNA Potion	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure020,munchkintreasureback	Treasure	--	--	900 Gold Pieces	UOO	You may drink the potion at any time, even if you are in combat.  Go through the discard pile and select any Race card you want.  You may put it in play immediately if it is otherwise legal for you to do so.  Usable once only.
Mighty Tome of Skillz	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure021,munchkintreasureback	Treasure	--	--	900 Gold Pieces	UOO	You may read the Mighty Tome at any time, even if you are in combat.  Go through the discard pile and select any Class card you want.  You may put it in play immediately if it is otherwise legal for you to do so.  Usable once only.
Mine Goes To 11!	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure022,munchkintreasureback	Treasure	--	--	--	Enhancer	Play this card in the middle of the table at any time.  You are all now playing to 11 levels, not 10…unless you were playing Epic rules, in which case you are playing to 22.  Players may only reach the added level(s) by killing something, but must still kill things to reach Level 10 (or 19 and 20) as well.
Peek At The Scenario	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure023,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	Instead of going up a level, you may use this card at any time you are not in combat.  Discard it, and then go through the discards and pick any one Race, Class, Accent, Power, Loyalty, Style, Training, or Mojo card.
Portable Hole	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure024,munchkintreasureback	Treasure	--		1,000 Gold Pieces	Enhancer	You may have one extra card in you rhand.  Yes, that means a Dwarf can have seven cards in his hand.
Potion of Ridiculous Size	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure025,munchkintreasureback	Treasure	--	--	400 Gold Pieces	UOO	Play on a single munchkin during any combat.  That munchkin has a +10 to his combat strength… but if he loses, he cannot Run Away, because he is too big to get through the door, so the Bad Stuff happens automatically.  Usable once only.
Reincarnate Without Dying First	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure026,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	Instead of going up a level, you may use this card at any time you are not in combat.  Discard it, and then go through the discards and pick any one Race, Class, Accent, Power, Loyalty, Style, Training, or Mojo card.
Reinforced	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure027,munchkintreasureback	Treasure	+2 Bonus	--	--	Enhancer	To Armor Only.  Place this card with an Armor item that gives a combat bonus.  That item is now the Reinforced (whatever), and gives an extra +2 in combat.  This card goes with the item if it is lost, stolen, or discarded.
Revealing Costume	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure028,munchkintreasureback	Treasure	+3 Bonus	Item	600 Gold Pieces	Item	The monsters are distracted.  Happily distracted, unhappily distracted, you don't care.  Any time you change sex, the costume will tear in inappropriate ways, increasing its bonus by 1.
Scroll Of Debuffination	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure029,munchkintreasureback	Treasure	--	--	900 Gold Pieces	UOO	Play during any combat to remove any or all positive enhancers on any one monster (negative enhancers like Baby are not affected).  Usable once only.
Self-Cleaning	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure030,munchkintreasureback	Treasure	+2 Bonus	--	--	Enhancer	To Weapon Only.  Place this card with a Weapon (that is, an item requiring Hands) that gives a combat bonus.  That item is now the Self-Cleaning (whatever), and gives an extra +2 in combat.  This card goes with the item if it is lost, stolen, or discarded.
Sell Your Mother	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure031,munchkintreasureback	Treasure	--	--	500 Gold Pieces	Item	She's no use in combat, but you can get 500 gold pieces for her.  Hey, that's half a level right there!
Spike-Heeled	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure032,munchkintreasureback	Treasure	+2 Bonus	--	--	Enhancer	To Footgear Only.  Place this card with a Footgear item that gives a level bonus.  That item is now the Spike-Heeled (whatever), and gives an extra +2 in combat.  This card goes with the item if it is lost, stolen, or discarded.
Spring-Mounted	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure033,munchkintreasureback	Treasure	+3 Bonus	--	--	Enhancer	To Headgear Only.  Place this card with a Headgear item that gives a combat bonus.  That item is now the Spring-Mounted (whatever), and gives an extra +3 in combat.  This card goes with the item if it is lost, stolen, or discarded.
Steel-Toed	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure034,munchkintreasureback	Treasure	+3 Bonus	--	--	Enhancer	To Footgear Only.  Place this card with a Footgear item that gives a level bonus.  That item is now the Steel-Toed (whatever), and gives an extra +3 in combat.  This card goes with the item if it is lost, stolen, or discarded.
Teflon-Coated	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure035,munchkintreasureback	Treasure	+3 Bonus	--	--	Enhancer	To Armor Only.  Place this card with an Armor item that gives a level bonus.  That item is now the Teflon-Coated (whatever), and gives an extra +3 in combat.  This card goes with the item if it is lost, stolen, or discarded.  Teflon is a registered trademark of DuPont, and we bet they never expected to see it in the dungeon.
Theme Music	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure036,munchkintreasureback	Treasure	+2 Bonus (+5 for Bards)		--	Item	Wherever you go, your theme music follows you, irritating friend and foe alike.  You may, if you wish, hum it during play.
Trained Moths!	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure037,munchkintreasureback	Treasure	--	--	100 Gold Pieces	UOO	Release your moths immediately after an opponent announces he is using a special power granted by a Munchkin T-shirt, bookmark, or other non-card item, but before that item is destroyed (if that is required for use).  That use is canceled, and that item may not be used again during this game.  Usable only once.
Valuable Coupon	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure038,munchkintreasureback	Treasure	--	--	No Value	UOO	The Valuable Coupon has no cash value, but you may trade it, any time you are not in combat, for any item or combination of items from the discard pile worth 1,000 gold pieces or less.
With Spiky Bits	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure039,munchkintreasureback	Treasure	+4 Bonus	--	--	Enhancer	Place this card with a weapon (that is, an item requiring Hands) that gives a level bonus.  That item is now the (whatever) With Spiky Bits, and gives an extra +4 in combat.  This card goes with the item if it is lost, stolen, or discarded.
You'll Take Away My Toy When You Pry It From My Cold, Dead Hands1	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure040,munchkintreasureback	Treasure	--	--	--	Enhancer	Place this card in front of you when you draw it.  Any items you have that say "Usable Only By…"are now immune to loss from Traps, Curses, or Bad Stuff.
You'll Take Away My Toy When You Pry It From My Cold, Dead Hands2	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure041,munchkintreasureback	Treasure	--	--	--	Enhancer	Place this card in front of you when you draw it.  Any items you have that say "Usable Only By…"are now immune to loss from Traps, Curses, or Bad Stuff.
You'll Take Away My Toy When You Pry It From My Cold, Dead Hands3	Munchkin 7: Cheat with Both Hands	munchkin7cwbh_treasure042,munchkintreasureback	Treasure	--	--	--	Enhancer	Place this card in front of you when you draw it.  Any items you have that say "Usable Only By…"are now immune to loss from Traps, Curses, or Bad Stuff.
...And Its Little Friends1	Munchkin: Monster Enhancers	munchkinme_door001	Door	--	--	--	--	--
...And Its Little Friends2	Munchkin: Monster Enhancers	munchkinme_door002	Door	--	--	--	--	--
Curse! Lead Paint!	Munchkin: Monster Enhancers	munchkinme_door003	Door	--	--	--	--	--
Curse! Warranty Expires!	Munchkin: Monster Enhancers	munchkinme_door004	Door	--	--	--	--	--
Generic	Munchkin: Monster Enhancers	munchkinme_door005	Door	--	--	--	--	--
Hollywood	Munchkin: Monster Enhancers	munchkinme_door006	Door	--	--	--	--	--
Invisible	Munchkin: Monster Enhancers	munchkinme_door007	Door	--	--	--	--	--
Lethal	Munchkin: Monster Enhancers	munchkinme_door008	Door	--	--	--	--	--
Level-Draining	Munchkin: Monster Enhancers	munchkinme_door009	Door	--	--	--	--	--
Really, Really	Munchkin: Monster Enhancers	munchkinme_door010	Door	--	--	--	--	--
Savage	Munchkin: Monster Enhancers	munchkinme_door011	Door	--	--	--	--	--
Seductive	Munchkin: Monster Enhancers	munchkinme_door012	Door	--	--	--	--	--
Switcheroo	Munchkin: Monster Enhancers	munchkinme_door013	Door	--	--	--	--	--
Ultimate	Munchkin: Monster Enhancers	munchkinme_door014	Door	--	--	--	--	--
Unspeakably	Munchkin: Monster Enhancers	munchkinme_door015	Door	--	--	--	--	--
Cheat!	Munchkin: Marked for Death	munchkinmfd_door001	Door	--	--	--	--	--
Curse! Lead Paint!	Munchkin: Marked for Death	munchkinmfd_door002	Door	--	--	--	--	--
Curse! Marked for Death!	Munchkin: Marked for Death	munchkinmfd_door003	Door	--	--	--	--	--
Curse! Warranty Expires!	Munchkin: Marked for Death	munchkinmfd_door004	Door	--	--	--	--	--
Elf	Munchkin: Marked for Death	munchkinmfd_door005	Door	--	--	--	--	--
Joan d'Orc	Munchkin: Marked for Death	munchkinmfd_door006	Door	--	--	--	--	--
Miniature	Munchkin: Marked for Death	munchkinmfd_door007	Door	--	--	--	--	--
Playground Bully	Munchkin: Marked for Death	munchkinmfd_door008	Door	--	--	--	--	--
Rabid	Munchkin: Marked for Death	munchkinmfd_door009	Door	--	--	--	--	--
Soap Golem	Munchkin: Marked for Death	munchkinmfd_door010	Door	--	--	--	--	--
Warrior	Munchkin: Marked for Death	munchkinmfd_door011	Door	--	--	--	--	--
Anvil	Munchkin: Marked for Death	munchkinmfd_treasure001,munchkintreasureback	Treasure	+3 Bonus	Big; 2 Hands	No Value	Item	--
Boots of Two-Stepping	Munchkin: Marked for Death	munchkinmfd_treasure002,munchkintreasureback	Treasure	+2 Bonus	Footgear	400 Gold Pieces	Item	--
Cat o' One Tail	Munchkin: Marked for Death	munchkinmfd_treasure003,munchkintreasureback	Treasure	+2 Bonus	1 Hand	400 Gold Pieces	Item	--
Lawn Mower	Munchkin: Marked for Death	munchkinmfd_treasure004,munchkintreasureback	Treasure	+3 Bonus	Big; 2 Hands	600 Gold Pieces	Item	--
Polish Your Equipment	Munchkin: Marked for Death	munchkinmfd_treasure005,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	This card can only be played after combat, but it does not have to be your combat.
Potion of Inappropriate Eructation	Munchkin: Marked for Death	munchkinmfd_treasure006,munchkintreasureback	Treasure	+2 Bonus	--	100 Gold Pieces	UOO	Use during any combat.  +2 to either side.  Usable once only.
Recalculate Your XP	Munchkin: Marked for Death	munchkinmfd_treasure007,munchkintreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Retroactive Continuity Potion	Munchkin: Marked for Death	munchkinmfd_treasure008,munchkintreasureback	Treasure	--	--	1,000 Gold Pieces	UOO	Use during any combat.  One of the monsters you were fighting never existed; discard it and any enhancers played on it.  No levels or Treasures are gained for this!  Usable once only.
Munchkinomicon	Munchkinomicon	munchkinomicon,munchkinomiconback	Spells	--	--	--	--	text
Bookmark	Munchkinomicon	munchkinomicon001,munchkinomiconspellback	Spells	--	--	--	--	text
Contagious Glory	Munchkinomicon	munchkinomicon002,munchkinomiconspellback	Spells	--	--	--	--	text
Eldritch Cleaver	Munchkinomicon	munchkinomicon003,munchkinomiconspellback	Spells	--	--	--	--	text
Monster, Come Forth!	Munchkinomicon	munchkinomicon004,munchkinomiconspellback	Spells	--	--	--	--	text
Power Through Fear	Munchkinomicon	munchkinomicon005,munchkinomiconspellback	Spells	--	--	--	--	text
Reanimate	Munchkinomicon	munchkinomicon006,munchkinomiconspellback	Spells	--	--	--	--	text
Spell of Slurping	Munchkinomicon	munchkinomicon007,munchkinomiconspellback	Spells	--	--	--	--	text
Summon Horde	Munchkinomicon	munchkinomicon008,munchkinomiconspellback	Spells	--	--	--	--	text
Summon the Book	Munchkinomicon	munchkinomicon009,munchkinomiconspellback	Spells	--	--	--	--	text
The Slippery Swap	Munchkinomicon	munchkinomicon010,munchkinomiconspellback	Spells	--	--	--	--	text
The Vaults of Omigoshgolli	Munchkinomicon	munchkinomicon011,munchkinomiconspellback	Spells	--	--	--	--	text
Throwing Yourself Into It	Munchkinomicon	munchkinomicon012,munchkinomiconspellback	Spells	--	--	--	--	text
United I Stand	Munchkinomicon	munchkinomicon013,munchkinomiconspellback	Spells	--	--	--	--	text
Unnatural Compulsion	Munchkinomicon	munchkinomicon014,munchkinomiconspellback	Spells	--	--	--	--	text
Dark1	Munchkin: Reloaded	munchkinreloaded_door001	Door	--	--	--	--	--
Dark2	Munchkin: Reloaded	munchkinreloaded_door002	Door	--	--	--	--	--
Dark3	Munchkin: Reloaded	munchkinreloaded_door003	Door	--	--	--	--	--
High1	Munchkin: Reloaded	munchkinreloaded_door004	Door	--	--	--	--	--
High2	Munchkin: Reloaded	munchkinreloaded_door005	Door	--	--	--	--	--
High3	Munchkin: Reloaded	munchkinreloaded_door006	Door	--	--	--	--	--
Master1	Munchkin: Reloaded	munchkinreloaded_door007	Door	--	--	--	--	--
Master2	Munchkin: Reloaded	munchkinreloaded_door008	Door	--	--	--	--	--
Master3	Munchkin: Reloaded	munchkinreloaded_door009	Door	--	--	--	--	--
Narrow-Minded	Munchkin: Reloaded	munchkinreloaded_door010	Door	--	--	--	--	--
Reloaded Die1	Munchkin: Reloaded	munchkinreloaded_treasure001,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	###############################################################################################################################################################################################################################################################
Reloaded Die2	Munchkin: Reloaded	munchkinreloaded_treasure002,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	###############################################################################################################################################################################################################################################################
Reloaded Die3	Munchkin: Reloaded	munchkinreloaded_treasure003,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	###############################################################################################################################################################################################################################################################
Reloaded Die4	Munchkin: Reloaded	munchkinreloaded_treasure004,munchkintreasureback	Treasure	--	--	300 Gold Pieces	UOO	###############################################################################################################################################################################################################################################################
Rocks Fall, Everyone Dies	Munchkin: Reloaded	munchkinreloaded_treasure005,munchkintreasureback	Treasure	--	--	--	UOO	Play after you lose a combat.  Everyone else loses a level.  Exception: If you DIED in the combat, so does everyone else.
...And Its Clone	Star	star_door001,stardoorback	Door	--	--	--	--	text
Astro-Muskrat Space Pirate	Star	star_door002,stardoorback	Door	--	--	--	--	text
Awful Green Thing	Star	star_door003,stardoorback	Door	--	--	--	--	text
Being of Impure Thought	Star	star_door004,stardoorback	Door	--	--	--	--	text
Bionic Bimbo	Star	star_door005,stardoorback	Door	--	--	--	--	text
Blob	Star	star_door006,stardoorback	Door	--	--	--	--	text
Bottle Bottle	Star	star_door007,stardoorback	Door	--	--	--	--	text
Bounty Hunter1	Star	star_door008,stardoorback	Door	--	--	--	--	text
Bounty Hunter2	Star	star_door009,stardoorback	Door	--	--	--	--	text
Bounty Hunter3	Star	star_door010,stardoorback	Door	--	--	--	--	text
Brain In A Jar	Star	star_door011,stardoorback	Door	--	--	--	--	text
Bug-Eyed Monster	Star	star_door012,stardoorback	Door	--	--	--	--	text
Captain Quirk	Star	star_door013,stardoorback	Door	--	--	--	--	text
Carnivorous Plant	Star	star_door014,stardoorback	Door	--	--	--	--	text
Chair	Star	star_door015,stardoorback	Door	--	--	--	--	text
Cheat!	Star	star_door016,stardoorback	Door	--	--	--	--	text
Computer Virus	Star	star_door017,stardoorback	Door	--	--	--	--	text
Computerized	Star	star_door018,stardoorback	Door	--	--	--	--	text
Creature From The Pink Lagoon	Star	star_door019,stardoorback	Door	--	--	--	--	text
Cyborg1	Star	star_door020,stardoorback	Door	--	--	--	--	text
Cyborg2	Star	star_door021,stardoorback	Door	--	--	--	--	text
Cyborg3	Star	star_door022,stardoorback	Door	--	--	--	--	text
Eep	Star	star_door023,stardoorback	Door	--	--	--	--	text
Face Hugger	Star	star_door024,stardoorback	Door	--	--	--	--	text
Fanged Fuzzball	Star	star_door025,stardoorback	Door	--	--	--	--	text
Feline1	Star	star_door026,stardoorback	Door	--	--	--	--	text
Feline2	Star	star_door027,stardoorback	Door	--	--	--	--	text
Feline3	Star	star_door028,stardoorback	Door	--	--	--	--	text
Frank The Tank	Star	star_door029,stardoorback	Door	--	--	--	--	text
...From Another Dimension	Star	star_door030,stardoorback	Door	--	--	--	--	text
Fuzzball	Star	star_door031,stardoorback	Door	--	--	--	--	text
Gadgeteer1	Star	star_door032,stardoorback	Door	--	--	--	--	text
Gadgeteer2	Star	star_door033,stardoorback	Door	--	--	--	--	text
Gadgeteer3	Star	star_door034,stardoorback	Door	--	--	--	--	text
Gas Giant	Star	star_door035,stardoorback	Door	--	--	--	--	text
Giant Ants	Star	star_door036,stardoorback	Door	--	--	--	--	text
Grays	Star	star_door037,stardoorback	Door	--	--	--	--	text
Great Cthulhu	Star	star_door038,stardoorback	Door	--	--	--	--	text
Half-Breed1	Star	star_door039,stardoorback	Door	--	--	--	--	text
Half-Breed2	Star	star_door040,stardoorback	Door	--	--	--	--	text
JaniBot	Star	star_door041,stardoorback	Door	--	--	--	--	text
Last Of Its Race	Star	star_door042,stardoorback	Door	--	--	--	--	text
Little Green Man	Star	star_door043,stardoorback	Door	--	--	--	--	text
Miniaturized	Star	star_door044,stardoorback	Door	--	--	--	--	text
Mutant1	Star	star_door045,stardoorback	Door	--	--	--	--	text
Mutant2	Star	star_door046,stardoorback	Door	--	--	--	--	text
Mutant3	Star	star_door047,stardoorback	Door	--	--	--	--	text
Ogre	Star	star_door048,stardoorback	Door	--	--	--	--	text
Plasmoid	Star	star_door049,stardoorback	Door	--	--	--	--	text
Psi Psheriff	Star	star_door050,stardoorback	Door	--	--	--	--	text
Psychic1	Star	star_door051,stardoorback	Door	--	--	--	--	text
Psychic2	Star	star_door052,stardoorback	Door	--	--	--	--	text
Psychic3	Star	star_door053,stardoorback	Door	--	--	--	--	text
Radioactive	Star	star_door054,stardoorback	Door	--	--	--	--	text
Sidekick: Android	Star	star_door055,stardoorback	Door	--	--	--	--	text
Sidekick: Beautiful Assistant	Star	star_door056,stardoorback	Door	--	--	--	--	text
Sidekick: Faithful Robot	Star	star_door057,stardoorback	Door	--	--	--	--	text
Sidekick: Loud Hairy Alien	Star	star_door058,stardoorback	Door	--	--	--	--	text
Sidekick: Red Shirt1	Star	star_door059,stardoorback	Door	--	--	--	--	text
Sidekick: Red Shirt2	Star	star_door060,stardoorback	Door	--	--	--	--	text
Sidekick: Rogue	Star	star_door061,stardoorback	Door	--	--	--	--	text
Sidekick: Whiz Kid	Star	star_door062,stardoorback	Door	--	--	--	--	text
Slaughterbot	Star	star_door063,stardoorback	Door	--	--	--	--	text
Space Amazon	Star	star_door064,stardoorback	Door	--	--	--	--	text
Space Cowboy	Star	star_door065,stardoorback	Door	--	--	--	--	text
Space Goats	Star	star_door066,stardoorback	Door	--	--	--	--	text
Space Probe	Star	star_door067,stardoorback	Door	--	--	--	--	text
Space Vampire	Star	star_door068,stardoorback	Door	--	--	--	--	text
Starfish	Star	star_door069,stardoorback	Door	--	--	--	--	text
Super Munchkin1	Star	star_door070,stardoorback	Door	--	--	--	--	text
Super Munchkin2	Star	star_door071,stardoorback	Door	--	--	--	--	text
Thing Man Was Not Meant To Know	Star	star_door072,stardoorback	Door	--	--	--	--	text
Tiny But Advanced Creatures	Star	star_door073,stardoorback	Door	--	--	--	--	text
Trader1	Star	star_door074,stardoorback	Door	--	--	--	--	text
Trader2	Star	star_door075,stardoorback	Door	--	--	--	--	text
Trader3	Star	star_door076,stardoorback	Door	--	--	--	--	text
Trap! Alien Candy	Star	star_door077,stardoorback	Door	--	--	--	--	text
Trap! Alien Experiment	Star	star_door078,stardoorback	Door	--	--	--	--	text
Trap! Amnesia	Star	star_door079,stardoorback	Door	--	--	--	--	text
Trap! Antimatter	Star	star_door080,stardoorback	Door	--	--	--	--	text
Trap! Brain Scrambler	Star	star_door081,stardoorback	Door	--	--	--	--	text
Trap! Can Opener	Star	star_door082,stardoorback	Door	--	--	--	--	text
Trap! Chemical Spill	Star	star_door083,stardoorback	Door	--	--	--	--	text
Trap! Chromosome Switch	Star	star_door084,stardoorback	Door	--	--	--	--	text
Trap! Genetic Regression	Star	star_door085,stardoorback	Door	--	--	--	--	text
Trap! Gravity Reverse	Star	star_door086,stardoorback	Door	--	--	--	--	text
Trap! Monowire	Star	star_door087,stardoorback	Door	--	--	--	--	text
Trap! Planned Obsolescence	Star	star_door088,stardoorback	Door	--	--	--	--	text
Trap! Solar Flare	Star	star_door089,stardoorback	Door	--	--	--	--	text
Trap! Squidgilator	Star	star_door090,stardoorback	Door	--	--	--	--	text
Trap! Transporter Accident	Star	star_door091,stardoorback	Door	--	--	--	--	text
Wandering Monster1	Star	star_door092,stardoorback	Door	--	--	--	--	text
Wandering Monster2	Star	star_door093,stardoorback	Door	--	--	--	--	text
Worminator	Star	star_door094,stardoorback	Door	--	--	--	--	text
Alien Pet	Star	star_treasure001,startreasureback	Treasure	+3 Bonus	--	600 Gold Pieces	Item	Usable by Mutant Only
All Your Beast Are Belong To Us	Star	star_treasure002,startreasureback	Treasure	--	--	--	UOO	Play on another player at any time except during combat.  He must show everyone all the cards in his hand, and give you all Monster cards he was holding.  Usable once only.
Arms Locker	Star	star_treasure003,startreasureback	Treasure	--	--	--	UOO	Immediately draw four face-up Treasure cards.  Pick two and discard the other two.  Then put this card on the bottom of the discards.
Ball of Yarn	Star	star_treasure004,startreasureback	Treasure	--	--	No Value	UOO	Play when any Feline helps another player in combat.  The Feline is distracted and may not help this turn.  OR, play after a Feline helps you in combat.  The Feline is distracted and does not get any treasure.  Usable once only.
Bananafanafofaser	Star	star_treasure005,startreasureback	Treasure	+5 Bonus	Complex; 2 Hands	1,000 Gold Pieces	Item	Can be combined with other laser weapons into a single 2-handed weapon.
Battle Armor	Star	star_treasure006,startreasureback	Treasure	+4 Bonus	Complex; Armor & Headgear	1,200 Gold Pieces	Item	--
Beer Gas Grenade	Star	star_treasure007,startreasureback	Treasure	+2 Bonus	--	100 Gold Pieces	UOO	Play during any combat.  +2 to either side.  Usable once only.
Better Offer	Star	star_treasure008,startreasureback	Treasure	--	--	--	UOO	Play at any time, except during a combat, to take a Sidekick from another player.  However, a Trader's sidekicks are loyal and will not leave him.
Big Red Button	Star	star_treasure009,startreasureback	Treasure	+5 Bonus	--	200 Gold Pieces	UOO	Play during any combat.  +5 to either side.  Usable once only.
Bobaser	Star	star_treasure010,startreasureback	Treasure	+4 Bonus	2 Hands	400 Gold Pieces	Item	Can be combined with other laser weapons into a single 2-handed weapon.
Bubble Helmet	Star	star_treasure011,startreasureback	Treasure	+2 Bonus	Headgear	300 Gold Pieces	Item	--
Buzzglove	Star	star_treasure012,startreasureback	Treasure	+3 Bonus	--	400 Gold Pieces	Item	Usable by Bounty Hunter only
Cellophane Space Suit	Star	star_treasure013,startreasureback	Treasure	+1 Bonus	Armor	200 Gold Pieces	Item	--
Cosmic Understanding	Star	star_treasure014,startreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Cyberdeck	Star	star_treasure015,startreasureback	Treasure	+4 Bonus	Complex; 1 Hand	700 Gold Pieces	Item	Usable by Gadgeteer Only
Dazer	Star	star_treasure016,startreasureback	Treasure	+3 Bonus	2 Hands	600 Gold Pieces	Item	Can be combined with other laser weapons into a single 2-handed weapon.
Deely-Boppers	Star	star_treasure017,startreasureback	Treasure	+4 Bonus	Headgear	600 Gold Pieces	Item	Usable by Cyborg Only.  Only a Cyborg would wear them…
Denebian Rum	Star	star_treasure018,startreasureback	Treasure	+3 Bonus	--	100 Gold Pieces	UOO	Play during any combat.  +3 to either side.  Usable once only.
Diamondoid Teeth	Star	star_treasure019,startreasureback	Treasure	+2 Bonus	--	200 Gold Pieces	Item	Usable by Feline Only
Dogbot	Star	star_treasure020,startreasureback	Treasure	+3 Bonus	--	700 Gold Pieces	Item	--
Duct Tape	Star	star_treasure021,startreasureback	Treasure	--	--	100 Gold Pieces	Enhancer	Use this to stick two 1-handed items together.  The three cards are now permanently joined, until discarded, as a single 1-Hand item with the combined value of the other two items.
Electrosuit	Star	star_treasure022,startreasureback	Treasure	+3 Bonus	Complex; Armor	400 Gold Pieces	Item	Usable by Gadgeteer Only
Energy Armor	Star	star_treasure023,startreasureback	Treasure	+2 Bonus	Armor	400 Gold Pieces	Item	--
Foof Gun	Star	star_treasure024,startreasureback	Treasure	+6 Bonus	1 Hand	600 Gold Pieces	Item	Not Usable by Bounty Hunter.  If you use the Foof Gun to win (you do not have to use it), the monster(s) are teleported away, leaving their treasure.  Nobody earns levels or other bonuses because there is no "kill."
Forged ID	Star	star_treasure025,startreasureback	Treasure	--	--	No Value	UOO	Use after you fail a Run Away roll.  Convinces any single monster that you are its commanding officer.  If it was the only monster you were facing, you may take its treasure, but you don't gain a level.  Usable once only.
Hallucinogenic Nanobot Grenade	Star	star_treasure026,startreasureback	Treasure	+3 Bonus	--	100 Gold Pieces	UOO	Play during any combat.  +3 to either side.  Usable once only.
Handy Foot	Star	star_treasure027,startreasureback	Treasure	--	 -1 Hand, Footgear	500 Gold Pieces	Enhancer	Gives you one extra hand to carry things with.
Laser1	Star	star_treasure028,startreasureback	Treasure	+2 Bonus	1 Hand	400 Gold Pieces	Item	Can be combined with other laser weapons into a single 2-handed weapon.
Laser2	Star	star_treasure029,startreasureback	Treasure	+2 Bonus	1 Hand	400 Gold Pieces	Item	Can be combined with other laser weapons into a single 2-handed weapon.
Leech Bomb	Star	star_treasure030,startreasureback	Treasure	--	--	500 Gold Pieces	UOO	Play during any combat.  Completely eliminates one monster AND its treasure.  This counts as a kill, unless the monster has companions and the munchkins flee from them.  Usable once only.
Loaded Die1	Star	star_treasure031,startreasureback	Treasure	--	--	300 Gold Pieces	UOO	Play after you roll the die, for any reason.  Turn the die so the number of your choice is on top.  That's your roll.   Usable once only.
Loaded Die2	Star	star_treasure032,startreasureback	Treasure	--	--	300 Gold Pieces	UOO	Play after you roll the die, for any reason.  Turn the die so the number of your choice is on top.  That's your roll.   Usable once only.
Loan GM Your Comics	Star	star_treasure033,startreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Loan GM Your Tapes	Star	star_treasure034,startreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Low-Tech Persuader	Star	star_treasure035,startreasureback	Treasure	+2 Bonus	1 Hand	100 Gold Pieces	Item	Not Usable by Gadgeteer.
